Source,Target,Type,Id,Label,timeset
Oxybelis fulgidus,Columbina passerina,Directed,,preysOn,
Oxybelis fulgidus,Columbina squammata,Directed,,preysOn,
Oxybelis fulgidus,Dendrocincla homochroa,Directed,,preysOn,
Oxybelis fulgidus,Eumomota superciliosa,Directed,,preysOn,
Oxybelis fulgidus,Hemidactylus mabouia,Directed,,preysOn,
Oxybelis fulgidus,Holcosus festivus festivus,Directed,,preysOn,
Oxybelis fulgidus,Holcosus festivus,Directed,,preysOn,
Oxybelis fulgidus,Holcosus undulatus,Directed,,preysOn,
Oxybelis fulgidus,Monasa nigrifrons,Directed,,preysOn,
Oxybelis fulgidus,Phaethornis longirostris,Directed,,eats,
Oxybelis fulgidus,Phaethornis longirostris,Directed,,preysOn,
Oxybelis fulgidus,Pipra erythrocephala,Directed,,preysOn,
Oxybelis fulgidus,Pitangus sulphuratus,Directed,,preysOn,
Oxybelis fulgidus,Ramphocelus carbo,Directed,,preysOn,
Oxybelis fulgidus,Spinus notatus,Directed,,preysOn,
Oxybelis fulgidus,Sturnella militaris,Directed,,preysOn,
Oxybelis fulgidus,Taraba major,Directed,,preysOn,
Oxybelis fulgidus,Thraupis episcopus,Directed,,preysOn,
Oxybelis fulgidus,Troglodytes aedon,Directed,,preysOn,
Oxybelis fulgidus,Turdus grayi,Directed,,preysOn,
Oxybelis fulgidus,Turdus leucomelas,Directed,,preysOn,
Oxybelis fulgidus,Xiphorhynchus flavigaster,Directed,,preysOn,
Siphlophis compressus,Siphlophis compressus,Directed,,preysOn,
Siphlophis compressus,Anolis brasiliensis,Directed,,preysOn,
Siphlophis compressus,Basiliscus basiliscus,Directed,,eats,
Siphlophis compressus,Enyalioides laticeps,Directed,,preysOn,
Siphlophis compressus,Gonatodes humeralis,Directed,,preysOn,
Siphlophis compressus,Kentropyx calcarata,Directed,,preysOn,
Siphlophis compressus,Neusticurus bicarinatus,Directed,,preysOn,
Siphlophis compressus,Polychrus marmoratus,Directed,,preysOn,
Borikenophis portoricensis anegadae,Borikenophis portoricensis anegadae,Directed,,preysOn,
Borikenophis portoricensis,Ameiva exsul,Directed,,preysOn,
Borikenophis portoricensis,Amphisbaena fenestrata,Directed,,preysOn,
Borikenophis portoricensis,Anolis cristatellus,Directed,,preysOn,
Borikenophis portoricensis,Anolis evermanni,Directed,,preysOn,
Borikenophis portoricensis,Anolis monensis,Directed,,preysOn,
Borikenophis portoricensis,Anolis pulchellus,Directed,,preysOn,
Borikenophis portoricensis,Anolis stratulus,Directed,,preysOn,
Borikenophis portoricensis,Cyclura pinguis,Directed,,preysOn,
Borikenophis portoricensis,Diploglossus pleii,Directed,,preysOn,
Borikenophis portoricensis,Eleutherodactylus antillensis,Directed,,preysOn,
Borikenophis portoricensis,Eleutherodactylus coqui,Directed,,preysOn,
Borikenophis portoricensis,Hemidactylus,Directed,,preysOn,
Borikenophis portoricensis,Magliophis exiguum,Directed,,preysOn,
Borikenophis portoricensis,Rattus rattus,Directed,,preysOn,
Borikenophis portoricensis,Sphaerodactylus macrolepis,Directed,,preysOn,
Borikenophis portoricensis,Sphaerodactylus nicholsi,Directed,,preysOn,
Borikenophis portoricensis,Typhlops platycephalus,Directed,,preysOn,
Borikenophis portoricensis richardi,Zenaida aurita,Directed,,preysOn,
Plasmodium rhadinurum,Aedes aegypti,Directed,,pathogenOf,
Plasmodium rhadinurum,Culex pipiens,Directed,,pathogenOf,
Ozolaimus monhystera,Conolophus subcristatus,Directed,,hasHost,
Ozolaimus monhystera,Conolophus subcristatus,Directed,,parasiteOf,
Ozolaimus monhystera,Cyclura cornuta stejnegeri,Directed,,hasHost,
Ozolaimus monhystera,Cyclura cornuta stejnegeri,Directed,,parasiteOf,
Ozolaimus monhystera,Sauromalus obesus,Directed,,hasHost,
Ozolaimus monhystera,Sauromalus obesus,Directed,,parasiteOf,
Ozolaimus megatyphlon,Ameiva exsul,Directed,,hasHost,
Ozolaimus megatyphlon,Ameiva exsul,Directed,,parasiteOf,
Ozolaimus megatyphlon,Cnemidophorus murinus ruthveni,Directed,,hasHost,
Ozolaimus megatyphlon,Cnemidophorus murinus ruthveni,Directed,,parasiteOf,
Plasmodium minasense,Ameiva ameiva,Directed,,hasHost,
Plasmodium minasense anolisi,Anolis coelestinus,Directed,,hasHost,
Plasmodium minasense anolisi,Anolis cristatellus,Directed,,hasHost,
Plasmodium minasense,Anolis cybotes,Directed,,hasHost,
Plasmodium minasense anolisi,Anolis cybotes,Directed,,hasHost,
Plasmodium minasense anolisi,Anolis cybotes,Directed,,parasiteOf,
Plasmodium minasense,Anolis cybotes,Directed,,parasiteOf,
Plasmodium minasense anolisi,Anolis distichus,Directed,,hasHost,
Plasmodium minasense,Anolis distichus,Directed,,parasiteOf,
Plasmodium minasense,Kentropyx calcarata,Directed,,parasiteOf,
Plasmodium minasense,Norops capito,Directed,,hasHost,
Plasmodium minasense,Norops capito,Directed,,parasiteOf,
Plasmodium minasense anolisi,Norops limifrons,Directed,,hasHost,
Plasmodium minasense,Norops limifrons,Directed,,hasHost,
Plasmodium minasense anolisi,Norops limifrons,Directed,,parasiteOf,
Plasmodium minasense,Plica plica,Directed,,hasHost,
Plasmodium minasense,Plica umbra,Directed,,hasHost,
Plasmodium minasense,Plica umbra,Directed,,parasiteOf,
Plasmodium minasense,Tupinambis teguixin,Directed,,hasHost,
Plasmodium minasense,Tupinambis teguixin,Directed,,parasiteOf,
Amblyomma dissimile,Ameiva ameiva,Directed,,hasHost,
Amblyomma dissimile,Boa constrictor,Directed,,hasHost,
Amblyomma dissimile,Boa constrictor,Directed,,parasiteOf,
Amblyomma dissimile,Boa hortulana cooki,Directed,,parasiteOf,
Amblyomma dissimile,Chironius carinatus,Directed,,hasHost,
Amblyomma dissimile,Cochlearius cochlearius,Directed,,hasHost,
Amblyomma dissimile,Coluber constrictor,Directed,,hasHost,
Amblyomma dissimile,Corallus caninus,Directed,,hasHost,
Amblyomma dissimile,Corytophanes cristatus,Directed,,hasHost,
Amblyomma dissimile,Crotalus horridus,Directed,,hasHost,
Amblyomma dissimile,Drymarchon corais,Directed,,hasHost,
Amblyomma dissimile,Drymarchon couperi,Directed,,hasHost,
Amblyomma dissimile,Hydrodynastes gigas,Directed,,hasHost,
Amblyomma dissimile,Lachesis muta,Directed,,hasHost,
Amblyomma dissimile,Lampropeltis getula,Directed,,hasHost,
Amblyomma dissimile,Lampropeltis getula,Directed,,parasiteOf,
Amblyomma dissimile,Philodryas scholti,Directed,,parasiteOf,
Amblyomma dissimile,Pituophis melanoleucus,Directed,,hasHost,
Amblyomma dissimile,Pseustes poecilonotus,Directed,,hasHost,
Amblyomma dissimile,Rhinella marina,Directed,,hasHost,
Amblyomma dissimile,Rhinella marina,Directed,,parasiteOf,
Amblyomma dissimile,Spilotes pullatus,Directed,,hasHost,
Amblyomma dissimile,Varanus rudicollis,Directed,,hasHost,
Rickettsia bellii,Amblyomma sabanerae,Directed,,hasHost,
Amblyomma sabanerae,Canis lupus,Directed,,ectoparasiteOf,
Amblyomma sabanerae,Homo sapiens,Directed,,hasHost,
Amblyomma sabanerae,Marmosa robinsoni,Directed,,hasHost,
Amblyomma sabanerae,Rhinoclemmys annulata,Directed,,hasHost,
Amblyomma sabanerae,Rhinoclemmys funerea,Directed,,hasHost,
Amblyomma rotundatum,Ctenosaura similis,Directed,,parasiteOf,
Amblyomma rotundatum,Nasua nasua,Directed,,parasiteOf,
Amblyomma rotundatum,Rhinella marina,Directed,,hasHost,
Amblyomma rotundatum,Spilotes pullatus,Directed,,parasiteOf,
Amblyomma testudinis,Spilotes pullatus,Directed,,parasiteOf,
Chlamydophila pneumoniae,Bitis arietans,Directed,,hasHost,
Chlamydophila pneumoniae,Chamaeleo dilepis,Directed,,hasHost,
Chlamydophila pneumoniae,Chelonia mydas,Directed,,hasHost,
Chlamydophila pneumoniae,Cryptothylax greshoffii,Directed,,hasHost,
Chlamydophila pneumoniae,Equus caballus,Directed,,hasHost,
Chlamydophila pneumoniae,Homo sapiens,Directed,,hasHost,
Chlamydophila pneumoniae,Litoria citropa,Directed,,hasHost,
Chlamydophila pneumoniae,Perameles bougainville,Directed,,hasHost,
Chlamydophila pneumoniae,Phascolarctos cinereus,Directed,,hasHost,
Chlamydophila pneumoniae,Potorous gilbertii,Directed,,hasHost,
Chlamydophila pneumoniae,Rana temporaria,Directed,,hasHost,
Cryptosporidium parvum virus 1,Cryptosporidium parvum,Directed,,pathogenOf,
Cryptosporidium parvum,Alces alces,Directed,,parasiteOf,
Cryptosporidium parvum,Alouatta pigra,Directed,,parasiteOf,
Cryptosporidium parvum,Anas platyrhynchos,Directed,,hasHost,
Cryptosporidium parvum,Apodemus flavicollis,Directed,,hasHost,
Cryptosporidium parvum,Apodemus sylvaticus,Directed,,hasHost,
Cryptosporidium parvum,Aspidites ramsayi,Directed,,parasiteOf,
Cryptosporidium parvum,Bison bonasus,Directed,,parasiteOf,
Cryptosporidium parvum,Bos taurus,Directed,,parasiteOf,
Cryptosporidium parvum,Bos taurus,Directed,,hasHost,
Cryptosporidium parvum,Bubalus bubalis,Directed,,hasHost,
Cryptosporidium parvum,Canis lupus,Directed,,parasiteOf,
Cryptosporidium parvum,Canis lupus,Directed,,hasHost,
Cryptosporidium parvum,Canis lupus familiaris,Directed,,hasHost,
Cryptosporidium parvum,Capra hircus,Directed,,hasHost,
Cryptosporidium parvum,Capreolus capreolus,Directed,,parasiteOf,
Cryptosporidium parvum,Cebus apella,Directed,,hasHost,
Cryptosporidium parvum,Cervus elaphus,Directed,,parasiteOf,
Cryptosporidium parvum,Cervus elaphus,Directed,,hasHost,
Cryptosporidium parvum,Cervus nippon,Directed,,hasHost,
Cryptosporidium parvum,Chamelea gallina,Directed,,hasHost,
Cryptosporidium parvum,Cheilodactylus variegatus,Directed,,hasHost,
Cryptosporidium parvum,Coturnix japonica,Directed,,hasHost,
Cryptosporidium parvum,Dama dama,Directed,,parasiteOf,
Cryptosporidium parvum,Dolichotis patagonum,Directed,,hasHost,
Cryptosporidium parvum,Dugong dugon,Directed,,parasiteOf,
Cryptosporidium parvum,Dugong dugon,Directed,,hasHost,
Cryptosporidium parvum,Equus asinus,Directed,,hasHost,
Cryptosporidium parvum,Equus caballus,Directed,,hasHost,
Cryptosporidium parvum,Erinaceus europaeus,Directed,,hasHost,
Cryptosporidium parvum,Eublepharis macularius,Directed,,hasHost,
Cryptosporidium parvum,Felis catus,Directed,,hasHost,
Cryptosporidium parvum,Fulica atra,Directed,,hasHost,
Cryptosporidium parvum,Galictis cuja,Directed,,hasHost,
Cryptosporidium parvum,Gallus gallus,Directed,,hasHost,
Cryptosporidium parvum,Gorilla beringei,Directed,,parasiteOf,
Cryptosporidium parvum,Gorilla gorilla,Directed,,parasiteOf,
Cryptosporidium parvum,Hippotragus niger,Directed,,hasHost,
Cryptosporidium parvum,Homo sapiens,Directed,,hasHost,
Cryptosporidium parvum,Lagothrix lagotricha,Directed,,hasHost,
Cryptosporidium parvum,Lama glama,Directed,,hasHost,
Cryptosporidium parvum,Lama pacos,Directed,,hasHost,
Cryptosporidium parvum,Larus dominicanus,Directed,,hasHost,
Cryptosporidium parvum,Macaca mulatta,Directed,,hasHost,
Cryptosporidium parvum,Macaca sinica,Directed,,hasHost,
Cryptosporidium parvum,Macropus rufus,Directed,,parasiteOf,
Cryptosporidium parvum,Macropus rufus,Directed,,hasHost,
Cryptosporidium parvum,Meleagris gallopavo,Directed,,hasHost,
Cryptosporidium parvum,Mephitis mephitis,Directed,,parasiteOf,
Cryptosporidium parvum,Microtus arvalis,Directed,,hasHost,
Cryptosporidium parvum,Muntiacus reevesi,Directed,,parasiteOf,
Cryptosporidium parvum,Mus musculus,Directed,,parasiteOf,
Cryptosporidium parvum,Mus musculus,Directed,,hasHost,
Cryptosporidium parvum,Mustela putorius,Directed,,hasHost,
Cryptosporidium parvum,Mustela putorius furo,Directed,,hasHost,
Cryptosporidium parvum,Myocastor coypus,Directed,,hasHost,
Cryptosporidium parvum,Myodes glareolus,Directed,,hasHost,
Cryptosporidium parvum,Mytilus edulis,Directed,,hasHost,
Cryptosporidium parvum,Nyctereutes procyonoides,Directed,,parasiteOf,
Cryptosporidium parvum,Nymphicus hollandicus,Directed,,hasHost,
Cryptosporidium parvum,Odocoileus virginianus,Directed,,parasiteOf,
Cryptosporidium parvum,Oryctolagus cuniculus,Directed,,hasHost,
Cryptosporidium parvum,Ovis aries,Directed,,hasHost,
Cryptosporidium parvum,Pan troglodytes,Directed,,parasiteOf,
Cryptosporidium parvum,Panthera tigris,Directed,,hasHost,
Cryptosporidium parvum,Pantherophis guttatus,Directed,,hasHost,
Cryptosporidium parvum,Papio hamadryas,Directed,,hasHost,
Cryptosporidium parvum,Phascolarctos cinereus,Directed,,parasiteOf,
Cryptosporidium parvum,Phascolarctos cinereus,Directed,,hasHost,
Cryptosporidium parvum,Phasianus colchicus,Directed,,hasHost,
Cryptosporidium parvum,Presbytis vetulus,Directed,,parasiteOf,
Cryptosporidium parvum,Procyon lotor,Directed,,parasiteOf,
Cryptosporidium parvum,Procyon lotor,Directed,,hasHost,
Cryptosporidium parvum,Pseudechis porphyriacus,Directed,,parasiteOf,
Cryptosporidium parvum,Pterocnemia pennata,Directed,,hasHost,
Cryptosporidium parvum,Semnopithecus entellus,Directed,,hasHost,
Cryptosporidium parvum,Sillago vittata,Directed,,parasiteOf,
Cryptosporidium parvum,Sus scrofa,Directed,,parasiteOf,
Cryptosporidium parvum,Sus scrofa,Directed,,hasHost,
Cryptosporidium parvum,Sus scrofa domesticus,Directed,,hasHost,
Cryptosporidium parvum,Trachypithecus vetulus,Directed,,parasiteOf,
Cryptosporidium parvum,Trachypithecus vetulus,Directed,,hasHost,
Cryptosporidium parvum,Ursus americanus,Directed,,parasiteOf,
Cryptosporidium parvum,Vulpes vulpes,Directed,,parasiteOf,
Cryptosporidium parvum,Zalophus californianus,Directed,,parasiteOf,
Cryptosporidium parvum,Zalophus californianus,Directed,,hasHost,
Amblyomma scutatum,Ctenosaura similis,Directed,,hasHost,
Amblyomma scutatum,Geococcyx californiana,Directed,,parasiteOf,
Amblyomma scutatum,Homo sapiens,Directed,,parasiteOf,
Eufriesea fallax,Asystasia gangetica,Directed,,pollinates,
Apis mellifera,Asystasia gangetica,Directed,,pollinates,
Plebeina hildebrandti,Asystasia gangetica,Directed,,pollinates,
Sarangesa maculata,Asystasia gangetica,Directed,,eats,
Junonia cymodoce,Asystasia gangetica,Directed,,eats,
Eretis lugens,Asystasia gangetica,Directed,,eats,
Junonia natalica,Asystasia gangetica,Directed,,eats,
Junonia terea,Asystasia gangetica,Directed,,eats,
Junonia orithya,Asystasia gangetica,Directed,,eats,
Hypolimnas alimena,Asystasia gangetica,Directed,,eats,
Junonia oenone,Asystasia gangetica,Directed,,eats,
Doleschallia bisaltide,Asystasia gangetica,Directed,,eats,
Catacroptera cloanthe,Asystasia gangetica,Directed,,eats,
Hypolimnas misippus,Asystasia gangetica,Directed,,eats,
Hypolimnas bolina,Asystasia gangetica,Directed,,eats,
Junonia hierta,Asystasia gangetica,Directed,,eats,
Junonia oenone oenone,Asystasia gangetica,Directed,,eats,
West African Asystasia virus 1,Asystasia gangetica,Directed,,pathogenOf,
West African Asystasia virus 2,Asystasia gangetica,Directed,,pathogenOf,
Asystasia mosaic Madagascar virus,Asystasia gangetica,Directed,,pathogenOf,
Microplexia costimaculalis,Asystasia gangetica,Directed,,eats,
Apis mellifera,Asystasia gangetica,Directed,,visitsFlowersOf,
Braunsapis foveata,Asystasia gangetica,Directed,,visitsFlowersOf,
Braunsapis angolensis,Asystasia gangetica,Directed,,visitsFlowersOf,
Mesta yellow vein mosaic virus,Asystasia gangetica,Directed,,hasHost,
Tapirus terrestris,Genipa americana,Directed,,eats,
Sus scrofa,Genipa americana,Directed,,eats,
Ortalis canicollis,Genipa americana,Directed,,eats,
Thraupis episcopus,Genipa americana,Directed,,eats,
Tupinambis merianae,Genipa americana,Directed,,eats,
Ramphastos toco,Genipa americana,Directed,,eats,
Morpho helenor,Genipa americana,Directed,,eats,
Cebus imitator,Genipa americana,Directed,,eats,
Saimiri oerstedii,Genipa americana,Directed,,eats,
Aotus zonalis,Genipa americana,Directed,,eats,
Ateles geoffroyi,Genipa americana,Directed,,eats,
Alouatta palliata,Genipa americana,Directed,,eats,
Cerdocyon thous,Genipa americana,Directed,,eats,
Myiodynastes maculatus,Genipa americana,Directed,,eats,
Aratinga aurea,Genipa americana,Directed,,eats,
Aratinga leucophthalma,Genipa americana,Directed,,eats,
Psarocolius decumanus,Genipa americana,Directed,,eats,
Thraupis palmarum,Genipa americana,Directed,,eats,
Saltator coerulescens,Genipa americana,Directed,,eats,
Piaractus mesopotamicus,Genipa americana,Directed,,eats,
Brotogeris versicolurus,Genipa americana,Directed,,eats,
Guira guira,Genipa americana,Directed,,eats,
Turdus rufiventris,Genipa americana,Directed,,eats,
Cuniculus paca,Genipa americana,Directed,,eats,
Tityra cayana,Genipa americana,Directed,,eats,
Tyrannus melancholicus,Genipa americana,Directed,,eats,
Cyanocorax cyanomelas,Genipa americana,Directed,,eats,
Nasua nasua,Genipa americana,Directed,,eats,
Pteroglossus castanotis,Genipa americana,Directed,,eats,
Chelonoidis carbonaria,Genipa americana,Directed,,eats,
Tachyphonus rufus,Genipa americana,Directed,,eats,
Icterus croconotus,Genipa americana,Directed,,eats,
Tayassu pecari,Genipa americana,Directed,,eats,
Crax fasciolata,Genipa americana,Directed,,eats,
Euphractus sexcinctus,Genipa americana,Directed,,eats,
Gnorimopsar chopi,Genipa americana,Directed,,eats,
Cyanocorax chrysops,Genipa americana,Directed,,eats,
Thraupis sayaca,Genipa americana,Directed,,eats,
Casiornis rufus,Genipa americana,Directed,,eats,
Ramphocelus carbo,Genipa americana,Directed,,eats,
Procyon cancrivorus,Genipa americana,Directed,,eats,
Pecari tajacu,Genipa americana,Directed,,eats,
Rhea americana,Genipa americana,Directed,,eats,
Pitangus sulphuratus,Genipa americana,Directed,,eats,
Trogon curucui,Genipa americana,Directed,,eats,
Alouatta caraya,Genipa americana,Directed,,eats,
Aburria cujubi,Genipa americana,Directed,,eats,
Mylossoma duriventre,Genipa americana,Directed,,eats,
Brycon amazonicus,Genipa americana,Directed,,eats,
Brycon melanopterus,Genipa americana,Directed,,eats,
Brycon falcatus,Genipa americana,Directed,,eats,
Myleus torquatus,Genipa americana,Directed,,eats,
Prodecatoma moreirai,Genipa americana,Directed,,parasiteOf,
Morpho achillaena,Genipa americana,Directed,,eats,
Aellopos fadus,Genipa americana,Directed,,eats,
Aellopos tantalus,Genipa americana,Directed,,eats,
Elsinoe genipae,Genipa americana,Directed,,hasHost,
Phyllachora genipae,Genipa americana,Directed,,hasHost,
Amazonia asterinoides,Genipa americana,Directed,,hasHost,
Deslandesia paulensis,Genipa americana,Directed,,hasHost,
Scolecostigmina genipae,Genipa americana,Directed,,hasHost,
Asterina genipae,Genipa americana,Directed,,hasHost,
Patagioenas squamosa,Genipa americana,Directed,,eats,
Chrysocyon brachyurus,Genipa americana,Directed,,eats,
Glossophaga soricina,Pseudobombax ellipticum,Directed,,eats,
Leptonycteris curasoae,Pseudobombax ellipticum,Directed,,eats,
Glossophaga leachii,Pseudobombax ellipticum,Directed,,eats,
Leptonycteris yerbabuenae,Pseudobombax ellipticum,Directed,,eats,
Choeronycteris mexicana,Pseudobombax ellipticum,Directed,,eats,
Leptonycteris nivalis,Pseudobombax ellipticum,Directed,,visits,
Leptonycteris yerbabuenae,Pseudobombax ellipticum,Directed,,visits,
Choeronycteris mexicana,Pseudobombax ellipticum,Directed,,visits,
Choeroniscus godmani,Pseudobombax ellipticum,Directed,,visits,
Glossophaga leachii,Pseudobombax ellipticum,Directed,,visits,
Monophyllus redmani,Pseudobombax ellipticum,Directed,,visits,
Glossophaga soricina,Pseudobombax ellipticum,Directed,,visits,
Leptonycteris yerbabuenae,Pseudobombax ellipticum,Directed,,visitsFlowersOf,
Euphoria sepulcralis,Pseudobombax ellipticum,Directed,,visitsFlowersOf,
Eumorpha labruscae,Pseudobombax ellipticum,Directed,,visitsFlowersOf,
Thraupis palmarum,Schefflera morototoni,Directed,,eats,
Turdus amaurochalinus,Schefflera morototoni,Directed,,eats,
Callicebus coimbrai,Schefflera morototoni,Directed,,eats,
Alouatta fusca,Schefflera morototoni,Directed,,eats,
Ramphastos toco,Schefflera morototoni,Directed,,eats,
Elaenia chiriquensis,Schefflera morototoni,Directed,,eats,
Saltator similis,Schefflera morototoni,Directed,,eats,
Penelope superciliaris,Schefflera morototoni,Directed,,eats,
Thraupis sayaca,Schefflera morototoni,Directed,,eats,
Antilophia galeata,Schefflera morototoni,Directed,,eats,
Dacnis cayana,Schefflera morototoni,Directed,,eats,
Elaenia cristata,Schefflera morototoni,Directed,,eats,
Ramphastos vitellinus,Schefflera morototoni,Directed,,eats,
Turdus rufiventris,Schefflera morototoni,Directed,,eats,
Turdus leucomelas,Schefflera morototoni,Directed,,eats,
Bungalotis erythus,Schefflera morototoni,Directed,,hasHost,
Bungalotis erythus,Schefflera morototoni,Directed,,eats,
Hemithraupis guira,Schefflera morototoni,Directed,,eats,
Eucometis penicillata,Schefflera morototoni,Directed,,eats,
Cyanerpes cyaneus,Schefflera morototoni,Directed,,eats,
Pachyramphus viridis,Schefflera morototoni,Directed,,eats,
Myiodynastes maculatus,Schefflera morototoni,Directed,,eats,
Celeus flavescens,Schefflera morototoni,Directed,,eats,
Brotogeris chiriri,Schefflera morototoni,Directed,,eats,
Momotus momota,Schefflera morototoni,Directed,,eats,
Ramphocelus carbo,Schefflera morototoni,Directed,,eats,
Pitangus sulphuratus,Schefflera morototoni,Directed,,eats,
Sirystes sibilator,Schefflera morototoni,Directed,,eats,
Patagioenas speciosa,Schefflera morototoni,Directed,,eats,
Saltator maximus,Schefflera morototoni,Directed,,eats,
Camptostoma obsoletum,Schefflera morototoni,Directed,,eats,
Cnemotriccus fuscatus,Schefflera morototoni,Directed,,eats,
Tachyphonus rufus,Schefflera morototoni,Directed,,eats,
Megarynchus pitangua,Schefflera morototoni,Directed,,eats,
Tachyphonus cristatus,Schefflera morototoni,Directed,,eats,
Cyclarhis gujanensis,Schefflera morototoni,Directed,,eats,
Trogon curucui,Schefflera morototoni,Directed,,eats,
Vireo olivaceus,Schefflera morototoni,Directed,,eats,
Tityra semifasciata,Schefflera morototoni,Directed,,eats,
Cyanocorax cyanopogon,Schefflera morototoni,Directed,,eats,
Nemosia pileata,Schefflera morototoni,Directed,,eats,
Pipra fasciicauda,Schefflera morototoni,Directed,,eats,
Turdus subalaris,Schefflera morototoni,Directed,,eats,
Empidonomus varius,Schefflera morototoni,Directed,,eats,
Tityra inquisitor,Schefflera morototoni,Directed,,eats,
Leontocebus fuscicollis,Schefflera morototoni,Directed,,eats,
Nasua nasua,Schefflera morototoni,Directed,,eats,
Mazama americana,Schefflera morototoni,Directed,,eats,
Cuniculus paca,Schefflera morototoni,Directed,,eats,
Cheracebus lucifer,Schefflera morototoni,Directed,,eats,
Lagothrix lagothricha,Schefflera morototoni,Directed,,eats,
Sapajus apella,Schefflera morototoni,Directed,,eats,
Cebus albifrons,Schefflera morototoni,Directed,,eats,
Saimiri sciureus,Schefflera morototoni,Directed,,eats,
Potos flavus,Schefflera morototoni,Directed,,eats,
Eira barbara,Schefflera morototoni,Directed,,eats,
Pecari tajacu,Schefflera morototoni,Directed,,eats,
Plecturocebus discolor,Schefflera morototoni,Directed,,eats,
Myoprocta pratti,Schefflera morototoni,Directed,,eats,
Pithecia aequatorialis,Schefflera morototoni,Directed,,eats,
Dasyprocta fuliginosa,Schefflera morototoni,Directed,,eats,
Pyroderus scutatus,Schefflera morototoni,Directed,,eats,
Mionectes rufiventris,Schefflera morototoni,Directed,,eats,
Tityra cayana,Schefflera morototoni,Directed,,eats,
Thraupis ornata,Schefflera morototoni,Directed,,eats,
Patagioenas picazuro,Schefflera morototoni,Directed,,eats,
Phylloscartes oustaleti,Schefflera morototoni,Directed,,eats,
Patagioenas plumbea,Schefflera morototoni,Directed,,eats,
Selenidera maculirostris,Schefflera morototoni,Directed,,eats,
Legatus leucophaius,Schefflera morototoni,Directed,,eats,
Pachyramphus polychopterus,Schefflera morototoni,Directed,,eats,
Penelope obscura,Schefflera morototoni,Directed,,eats,
Lipaugus lanioides,Schefflera morototoni,Directed,,eats,
Tersina viridis,Schefflera morototoni,Directed,,eats,
Procnias nudicollis,Schefflera morototoni,Directed,,eats,
Oxyruncus cristatus,Schefflera morototoni,Directed,,eats,
Tangara cyanoptera,Schefflera morototoni,Directed,,eats,
Schiffornis virescens,Schefflera morototoni,Directed,,eats,
Platycichla flavipes,Schefflera morototoni,Directed,,eats,
Orchesticus abeillei,Schefflera morototoni,Directed,,eats,
Pipraeidea melanonota,Schefflera morototoni,Directed,,eats,
Lathrotriccus euleri,Schefflera morototoni,Directed,,eats,
Pachyramphus castaneus,Schefflera morototoni,Directed,,eats,
Tachyphonus coronatus,Schefflera morototoni,Directed,,eats,
Tangara seledon,Schefflera morototoni,Directed,,eats,
Patagioenas cayennensis,Schefflera morototoni,Directed,,eats,
Trogon rufus,Schefflera morototoni,Directed,,eats,
Manacus aurantiacus,Schefflera morototoni,Directed,,eats,
Orthogonys chloricterus,Schefflera morototoni,Directed,,eats,
Trogon viridis,Schefflera morototoni,Directed,,eats,
Saltator fuliginosus,Schefflera morototoni,Directed,,eats,
Euphonia pectoralis,Schefflera morototoni,Directed,,eats,
Carpornis cucullata,Schefflera morototoni,Directed,,eats,
Attila rufus,Schefflera morototoni,Directed,,eats,
Chlorophonia cyanea,Schefflera morototoni,Directed,,eats,
Hemithraupis ruficapilla,Schefflera morototoni,Directed,,eats,
Ilicura militaris,Schefflera morototoni,Directed,,eats,
Carpornis melanocephala,Schefflera morototoni,Directed,,eats,
Habia rubica,Schefflera morototoni,Directed,,eats,
Aburria jacutinga,Schefflera morototoni,Directed,,eats,
Cyanocorax caeruleus,Schefflera morototoni,Directed,,eats,
Chlorophanes spiza,Schefflera morototoni,Directed,,eats,
Euphonia violacea,Schefflera morototoni,Directed,,eats,
Chiroxiphia caudata,Schefflera morototoni,Directed,,eats,
Trichothraupis melanops,Schefflera morototoni,Directed,,eats,
Coereba flaveola,Schefflera morototoni,Directed,,eats,
Tangara preciosa,Schefflera morototoni,Directed,,eats,
Tyrannus melancholicus,Schefflera morototoni,Directed,,eats,
Trogon surrucura,Schefflera morototoni,Directed,,eats,
Stephanophorus diadematus,Schefflera morototoni,Directed,,eats,
Zonotrichia capensis,Schefflera morototoni,Directed,,eats,
Cyanocompsa brissonii,Schefflera morototoni,Directed,,eats,
Coryphospingus cucullatus,Schefflera morototoni,Directed,,eats,
Euphonia cyanocephala,Schefflera morototoni,Directed,,eats,
Euphonia chalybea,Schefflera morototoni,Directed,,eats,
Pyrrhocoma ruficeps,Schefflera morototoni,Directed,,eats,
Thraupis bonariensis,Schefflera morototoni,Directed,,eats,
Elaenia parvirostris,Schefflera morototoni,Directed,,eats,
Icterus pyrrhopterus,Schefflera morototoni,Directed,,eats,
Pachyramphus validus,Schefflera morototoni,Directed,,eats,
Euphonia chlorotica,Schefflera morototoni,Directed,,eats,
Icterus cayanensis,Schefflera morototoni,Directed,,eats,
Myiozetetes similis,Schefflera morototoni,Directed,,eats,
Platyrrhinus lineatus,Schefflera morototoni,Directed,,eats,
Artibeus lituratus,Schefflera morototoni,Directed,,eats,
Artibeus obscurus,Schefflera morototoni,Directed,,eats,
Trinycteris nicefori,Schefflera morototoni,Directed,,eats,
Trachops cirrhosus,Schefflera morototoni,Directed,,eats,
Dermanura cinerea,Schefflera morototoni,Directed,,eats,
Rhinophylla pumilio,Schefflera morototoni,Directed,,eats,
