providedCol0;providedCol1;providedCol2;providedExternalId;providedName;providedCol5;providedCol6;providedCol7;providedCol8;providedCol9;providedCol10;providedCol11;relationName;resolvedExternalId;resolvedName;resolvedRank;resolvedCommonNames;resolvedPath;resolvedPathIds;resolvedPathNames;resolvedExternalUrl;resolvedThumbnailUrl
;Castanea sativa Mill.;SAME_AS;;Castanea sativa;;;;;;;;HAS_ACCEPTED_NAME;ITIS:506541;Castanea sativa;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Fagales | Fagaceae | Castanea | Castanea sativa;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:19273 | ITIS:19275 | ITIS:19451 | ITIS:506541;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=506541;
;Catalpa bignonioides Walter;SAME_AS;;Catalpa bignonioides;;;;;;;;HAS_ACCEPTED_NAME;ITIS:34313;Catalpa bignonioides;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Lamiales | Bignoniaceae | Catalpa | Catalpa bignonioides;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:31632 | ITIS:34305 | ITIS:34312 | ITIS:34313;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=34313;
;Celosia argentea L.;SAME_AS;;Celosia argentea;;;;;;;;HAS_ACCEPTED_NAME;ITIS:20778;Celosia argentea;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Caryophyllanae | Caryophyllales | Amaranthaceae | Celosia | Celosia argentea;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846539 | ITIS:19520 | ITIS:20714 | ITIS:20777 | ITIS:20778;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=20778;
;Celtis australis L.;SAME_AS;;Celtis australis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:565053;Celtis australis;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Rosales | Cannabaceae | Celtis | Celtis australis;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:24057 | ITIS:19118 | ITIS:19039 | ITIS:565053;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=565053;
;Celtis occidentalis L.;SAME_AS;;Celtis occidentalis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:19040;Celtis occidentalis;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Rosales | Cannabaceae | Celtis | Celtis occidentalis;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:24057 | ITIS:19118 | ITIS:19039 | ITIS:19040;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=19040;
;Cenchrus longispinus (Hack. ex Kneucker) Fernald;SAME_AS;;Cenchrus longispinus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:40570;Cenchrus longispinus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Poaceae | Cenchrus | Cenchrus longispinus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:40351 | ITIS:40569 | ITIS:40570;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=40570;
;Cenchrus spinifex Cav.;SAME_AS;;Cenchrus spinifex;;;;;;;;HAS_ACCEPTED_NAME;ITIS:565054;Cenchrus spinifex;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Poaceae | Cenchrus | Cenchrus spinifex;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:40351 | ITIS:40569 | ITIS:565054;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=565054;
;Centaurea cyanus L.;SAME_AS;;Centaurea cyanus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:36954;Centaurea cyanus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Centaurea | Centaurea cyanus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:36950 | ITIS:36954;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=36954;
;Ceratopteris thalictroides (L.) Brongn.;SAME_AS;;Ceratopteris thalictroides;;;;;;;;HAS_ACCEPTED_NAME;ITIS:17958;Ceratopteris thalictroides;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Polypodiophytina | Polypodiopsida | Polypodiidae | Polypodiales | Pteridaceae | Ceratopteris | Ceratopteris thalictroides;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:954903 | ITIS:846528 | ITIS:846532 | ITIS:500029 | ITIS:500073 | ITIS:17955 | ITIS:17958;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | subclass | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=17958;
;Cercis siliquastrum L.;SAME_AS;;Cercis siliquastrum;;;;;;;;HAS_ACCEPTED_NAME;ITIS:820422;Cercis siliquastrum;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Fabales | Fabaceae | Cercis | Cercis siliquastrum;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:500022 | ITIS:500059 | ITIS:25781 | ITIS:820422;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=820422;
;Chaerophyllum bulbosum L.;SAME_AS;;Chaerophyllum bulbosum;;;;;;;;HAS_ACCEPTED_NAME;ITIS:29615;Chaerophyllum bulbosum;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Apiales | Apiaceae | Chaerophyllum | Chaerophyllum bulbosum;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500017 | ITIS:500042 | ITIS:29614 | ITIS:29615;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=29615;
;Chenopodium ambrosioides Bert.;SAME_AS;;Chenopodium ambrosioides;;;;;;;;SYNONYM_OF;ITIS:822812;Dysphania ambrosioides;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Caryophyllanae | Caryophyllales | Amaranthaceae | Dysphania | Dysphania ambrosioides;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846539 | ITIS:19520 | ITIS:20714 | ITIS:500849 | ITIS:822812;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=822812;
;Chenopodium botrys L.;SAME_AS;;Chenopodium botrys;;;;;;;;SYNONYM_OF;ITIS:822809;Dysphania botrys;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Caryophyllanae | Caryophyllales | Amaranthaceae | Dysphania | Dysphania botrys;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846539 | ITIS:19520 | ITIS:20714 | ITIS:500849 | ITIS:822809;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=822809;
;Chenopodium multifidum L.;SAME_AS;;Chenopodium multifidum;;;;;;;;SYNONYM_OF;ITIS:822803;Dysphania multifida;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Caryophyllanae | Caryophyllales | Amaranthaceae | Dysphania | Dysphania multifida;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846539 | ITIS:19520 | ITIS:20714 | ITIS:500849 | ITIS:822803;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=822803;
;Chenopodium pumilio R.Br.;SAME_AS;;Chenopodium pumilio;;;;;;;;SYNONYM_OF;ITIS:822806;Dysphania pumilio;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Caryophyllanae | Caryophyllales | Amaranthaceae | Dysphania | Dysphania pumilio;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846539 | ITIS:19520 | ITIS:20714 | ITIS:500849 | ITIS:822806;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=822806;
;Chenopodium schraderanum Schult.;SAME_AS;;Chenopodium schraderanum;;;;;;;;NONE;;Chenopodium schraderanum;;;;;;;
;Chloris barbata Sw.;SAME_AS;;Chloris barbata;;;;;;;;SYNONYM_OF;ITIS:501498;Chloris elata;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Poaceae | Chloris | Chloris elata;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:40351 | ITIS:41552 | ITIS:501498;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=501498;
;Chloris barbata Sw.;SAME_AS;;Chloris barbata;;;;;;;;HAS_ACCEPTED_NAME;ITIS:565064;Chloris barbata;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Poaceae | Chloris | Chloris barbata;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:40351 | ITIS:41552 | ITIS:565064;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=565064;
;Cicer arietinum L.;SAME_AS;;Cicer arietinum;;;;;;;;HAS_ACCEPTED_NAME;ITIS:26537;Cicer arietinum;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Fabales | Fabaceae | Cicer | Cicer arietinum;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:500022 | ITIS:500059 | ITIS:26536 | ITIS:26537;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=26537;
;Citrullus lanatus (Thunb.) Matsumura & Nakai;SAME_AS;;Citrullus lanatus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:22356;Citrullus lanatus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Cucurbitales | Cucurbitaceae | Citrullus | Citrullus lanatus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:846626 | ITIS:22337 | ITIS:22355 | ITIS:22356;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22356;
;Cladium mariscus (L.) Pohl;SAME_AS;;Cladium mariscus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:501576;Cladium mariscus;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Poales | Cyperaceae | Cladium | Cladium mariscus;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:846620 | ITIS:39357 | ITIS:39877 | ITIS:501576;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=501576;
;Clarias gariepinus (Burchell, 1822);SAME_AS;;Clarias gariepinus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:164125;Clarias gariepinus;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Ostariophysi | Siluriformes | Clariidae | Clarias | Clarias gariepinus;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:161061 | ITIS:161105 | ITIS:162845 | ITIS:163992 | ITIS:164118 | ITIS:164119 | ITIS:164125;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164125;
;Clarias ngamensis Castelnau, 1861;SAME_AS;;Clarias ngamensis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:164124;Clarias ngamensis;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Ostariophysi | Siluriformes | Clariidae | Clarias | Clarias ngamensis;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:161061 | ITIS:161105 | ITIS:162845 | ITIS:163992 | ITIS:164118 | ITIS:164119 | ITIS:164124;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164124;
;Clausocalanus arcuicornis (Dana, 1849);SAME_AS;;Clausocalanus arcuicornis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:85353;Clausocalanus arcuicornis;species;;Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Maxillopoda | Copepoda | Neocopepoda | Gymnoplea | Calanoida | Clausocalanidae | Clausocalanus | Clausocalanus arcuicornis;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:83677 | ITIS:621145 | ITIS:85257 | ITIS:610005 | ITIS:610007 | ITIS:85258 | ITIS:610015 | ITIS:85352 | ITIS:85353;kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=85353;
;Clematis tangutica Korsh.;SAME_AS;;Clematis tangutica;;;;;;;;HAS_ACCEPTED_NAME;ITIS:18711;Clematis tangutica;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Ranunculanae | Ranunculales | Ranunculaceae | Clematis | Clematis tangutica;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846547 | ITIS:18409 | ITIS:18410 | ITIS:18685 | ITIS:18711;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=18711;
;Clematis viticella L.;SAME_AS;;Clematis viticella;;;;;;;;HAS_ACCEPTED_NAME;ITIS:18719;Clematis viticella;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Ranunculanae | Ranunculales | Ranunculaceae | Clematis | Clematis viticella;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846547 | ITIS:18409 | ITIS:18410 | ITIS:18685 | ITIS:18719;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=18719;
;Colutea arborescens L.;SAME_AS;;Colutea arborescens;;;;;;;;HAS_ACCEPTED_NAME;ITIS:26550;Colutea arborescens;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Rosanae | Fabales | Fabaceae | Colutea | Colutea arborescens;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846548 | ITIS:500022 | ITIS:500059 | ITIS:26549 | ITIS:26550;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=26550;
;Commelina communis L.;SAME_AS;;Commelina communis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:39127;Commelina communis;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Commelinales | Commelinaceae | Commelina | Commelina communis;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846542 | ITIS:39093 | ITIS:39123 | ITIS:39126 | ITIS:39127;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=39127;
;Consolida ajacis (L.) Schur;SAME_AS;;Consolida ajacis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:501621;Consolida ajacis;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Ranunculanae | Ranunculales | Ranunculaceae | Consolida | Consolida ajacis;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846547 | ITIS:18409 | ITIS:18410 | ITIS:18759 | ITIS:501621;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=501621;
;Conyza bonariensis (L.) Cronq.;SAME_AS;;Conyza bonariensis;;;;;;;;HAS_ACCEPTED_NAME;ITIS:37112;Conyza bonariensis;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Conyza | Conyza bonariensis;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:37108 | ITIS:37112;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=37112;
;Corambe obscura (A.E.Verrill, 1870);SAME_AS;;Corambe obscura;;;;;;;;HAS_ACCEPTED_NAME;ITIS:567403;Corambe obscura;species;;Animalia | Bilateria | Protostomia | Lophozoa | Mollusca | Gastropoda | Opisthobranchia | Nudibranchia | Corambidae | Corambe | Corambe obscura;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914159 | ITIS:69458 | ITIS:69459 | ITIS:78781 | ITIS:78156 | ITIS:78434 | ITIS:78435 | ITIS:567403;kingdom | subkingdom | infrakingdom | superphylum | phylum | class | subclass | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567403;
;Corbicula fluminea (O.F.MÃ¼ller, 1774);SAME_AS;;Corbicula fluminea;;;;;;;;HAS_ACCEPTED_NAME;ITIS:81387;Corbicula fluminea;species;;Animalia | Bilateria | Protostomia | Lophozoa | Mollusca | Bivalvia | Heterodonta | Veneroida | Corbiculoidea | Corbiculidae | Corbicula | Corbicula fluminea;ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914159 | ITIS:69458 | ITIS:79118 | ITIS:80383 | ITIS:80384 | ITIS:566875 | ITIS:81381 | ITIS:81385 | ITIS:81387;kingdom | subkingdom | infrakingdom | superphylum | phylum | class | subclass | order | superfamily | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81387;
;Coregonus albula (Linnaeus, 1758);SAME_AS;;Coregonus albula;;;;;;;;HAS_ACCEPTED_NAME;ITIS:161963;Coregonus albula;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Protacanthopterygii | Salmoniformes | Salmonidae | Coregoninae | Coregonus | Coregonus albula;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:161061 | ITIS:161105 | ITIS:161928 | ITIS:161929 | ITIS:161931 | ITIS:623284 | ITIS:161932 | ITIS:161963;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | superorder | order | family | subfamily | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161963;
;Coregonus lavaretus Valenciennes, 1848;SAME_AS;;Coregonus lavaretus;;;;;;;;HAS_ACCEPTED_NAME;ITIS:161950;Coregonus lavaretus;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Protacanthopterygii | Salmoniformes | Salmonidae | Coregoninae | Coregonus | Coregonus lavaretus;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:161061 | ITIS:161105 | ITIS:161928 | ITIS:161929 | ITIS:161931 | ITIS:623284 | ITIS:161932 | ITIS:161950;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | superorder | order | family | subfamily | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161950;
;Coregonus peled (Gmelin, 1789);SAME_AS;;Coregonus peled;;;;;;;;HAS_ACCEPTED_NAME;ITIS:161969;Coregonus peled;species;;Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Actinopterygii | Teleostei | Protacanthopterygii | Salmoniformes | Salmonidae | Coregoninae | Coregonus | Coregonus peled;ITIS:202423 | ITIS:914154 | ITIS:914156 | ITIS:158852 | ITIS:331030 | ITIS:914179 | ITIS:161061 | ITIS:161105 | ITIS:161928 | ITIS:161929 | ITIS:161931 | ITIS:623284 | ITIS:161932 | ITIS:161969;kingdom | subkingdom | infrakingdom | phylum | subphylum | infraphylum | superclass | class | superorder | order | family | subfamily | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161969;
;Coreopsis lanceolata L.;SAME_AS;;Coreopsis lanceolata;;;;;;;;HAS_ACCEPTED_NAME;ITIS:37139;Coreopsis lanceolata;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Coreopsis | Coreopsis lanceolata;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:37123 | ITIS:37139;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=37139;
;Coreopsis tinctoria Nutt.;SAME_AS;;Coreopsis tinctoria;;;;;;;;HAS_ACCEPTED_NAME;ITIS:37153;Coreopsis tinctoria;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Asterales | Asteraceae | Coreopsis | Coreopsis tinctoria;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:35419 | ITIS:35420 | ITIS:37123 | ITIS:37153;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=37153;
;Coriandrum sativum L.;SAME_AS;;Coriandrum sativum;;;;;;;;HAS_ACCEPTED_NAME;ITIS:29622;Coriandrum sativum;species;;Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Asteranae | Apiales | Apiaceae | Coriandrum | Coriandrum sativum;ITIS:202422 | ITIS:954898 | ITIS:846494 | ITIS:954900 | ITIS:846496 | ITIS:846504 | ITIS:18063 | ITIS:846535 | ITIS:500017 | ITIS:500042 | ITIS:29621 | ITIS:29622;kingdom | subkingdom | infrakingdom | superdivision | division | subdivision | class | superorder | order | family | genus | species;http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=29622;
