Id;Taxonomische groep;Nederlandse naam;Wetenschappelijke naam;Categorie in publicatie;IUCN Categorie;Criterium;Jaar;Vastgesteld;Gevalideerd;Referentie van publicatie;Taal;Toegevoegd op
23317;Loopkevers;Ruigterondbuik;Bradycellus verbasci;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23318;Loopkevers;Dikkopzandgraver;Broscus cephalotes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23319;Loopkevers;Grote tandklauw;Calathus ambiguus;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23320;Loopkevers;Mostandklauw;Calathus cinctus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23321;Loopkevers;Zandtandklauw;Calathus erratus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23322;Loopkevers;Gewone tandklauw;Calathus fuscipes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23323;Loopkevers;Zwartkoptandklauw;Calathus melanocephalus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23324;Loopkevers;Noordelijke tandklauw;Calathus micropterus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23325;Loopkevers;Duintandklauw;Calathus mollis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.097Z
23326;Loopkevers;Bostandklauw;Calathus rotundicollis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23327;Loopkevers;Maanvlek;Callistus lunatus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23328;Loopkevers;Kleine poppenrover;Calosoma inquisitor;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23329;Loopkevers;;Calosoma maderae auropunctatum;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23330;Loopkevers;Rimpelpoppenrover;Calosoma reticulatum;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23331;Loopkevers;Grote poppenrover;Calosoma sycophanta;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23332;Loopkevers;Heideschallebijter;Carabus arvensis;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23333;Loopkevers;Gouden schallebijter;Carabus auratus;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23334;Loopkevers;Goudglanzende schallebijter;Carabus auronitens;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23335;Loopkevers;Rasterschallebijter;Carabus cancellatus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.113Z
23336;Loopkevers;Moerasschallebijter;Carabus clathratus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23337;Loopkevers;Bolle schallebijter;Carabus convexus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23338;Loopkevers;Lederschallebijter;Carabus coriaceus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23339;Loopkevers;Kettingschallebijter;Carabus granulatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23340;Loopkevers;Blauwe schallebijter;Carabus intricatus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23341;Loopkevers;Graslandschallebijter;Carabus monilis;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23342;Loopkevers;Tuinschallebijter;Carabus nemoralis;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23343;Loopkevers;Goudrandschallebijter;Carabus nitens;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23344;Loopkevers;;Carabus nodulosus;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23345;Loopkevers;Blauwzwarte schallebijter;Carabus problematicus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.13Z
23346;Loopkevers;Violette schallebijter;Carabus violaceus purpurascens;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23347;Loopkevers;Zwartsprietfluweelloper;Chlaenius nigricornis;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23348;Loopkevers;Groene fluweelloper;Chlaenius nitidulus;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23349;Loopkevers;Zwarte fluweelloper;Chlaenius tristis;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23350;Loopkevers;Geelrandfluweelloper;Chlaenius vestitus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23351;Loopkevers;Groene zandloopkever;Cicindela campestris;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23352;Loopkevers;Duitse zandloopkever;Cicindela germanica;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23353;Loopkevers;Basterdzandloopkever;Cicindela hybrida;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23354;Loopkevers;Strandzandloopkever;Cicindela maritima;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.143Z
23355;Loopkevers;Boszandloopkever;Cicindela sylvatica;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23356;Loopkevers;Akkergraver;Clivina collaris;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23357;Loopkevers;Roodbruine graver;Clivina fossor;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23358;Loopkevers;Glanzende slakkenloopkever;Cychrus attenuatus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23359;Loopkevers;Lederslakkenloopkever;Cychrus caraboides;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23360;Loopkevers;Kalknachtloper;Cymindis axillaris;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23361;Loopkevers;Kale heidenachtloper;Cymindis humeralis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23362;Loopkevers;Harige heidenachtloper;Cymindis macularis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23363;Loopkevers;Vale heidenachtloper;Cymindis vaporariorum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23364;Loopkevers;Gele rietklimmer;Demetrias atricapillus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.16Z
23365;Loopkevers;Viervlekrietklimmer;Demetrias imperialis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23366;Loopkevers;Ruitvlekrietklimmer;Demetrias monostigma;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23367;Loopkevers;Bonte sierloper;Diachromus germanus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23368;Loopkevers;Gewone kwelderloper;Dicheirotrichus gustavii;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23369;Loopkevers;Brede kwelderloper;Dicheirotrichus obsoletus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23370;Loopkevers;Donkerbruine schorsloper;Dromius agilis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23371;Loopkevers;Geelbruine schorsloper;Dromius angustus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23372;Loopkevers;Zuidelijke schorsloper;Dromius bifasciatus;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23373;Loopkevers;Tweevlekschorsloper;Dromius fenestratus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23374;Loopkevers;Smalle schorsloper;Dromius linearis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.177Z
23375;Loopkevers;Langhalsschorsloper;Dromius longiceps;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23376;Loopkevers;Zwartkopschorsloper;Dromius melanocephalus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23377;Loopkevers;Kustschorsloper;Dromius meridionalis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23378;Loopkevers;;Dromius notatus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23379;Loopkevers;Grote viervlekschorsloper;Dromius quadrimaculatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23380;Loopkevers;Dwarsvlekschorsloper;Dromius sigma;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23381;Loopkevers;Kleine viervlekschorsloper;Dromius spilotus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23382;Loopkevers;Blauwe rondhals;Drypta dentata;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23383;Loopkevers;Oevergravertje;Dyschirius aeneus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23384;Loopkevers;Smal gravertje;Dyschirius angustatus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.193Z
23385;Loopkevers;Groot zoutgravertje;Dyschirius chalceus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23386;Loopkevers;;Dyschirius extensus;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23387;Loopkevers;Dwerggravertje;Dyschirius globosus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23388;Loopkevers;Strandgravertje;Dyschirius impunctipennis;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23389;Loopkevers;Leemgravertje;Dyschirius intermedius;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23390;Loopkevers;Tweepuntgravertje;Dyschirius laeviusculus;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23391;Loopkevers;Langkielgravertje;Dyschirius luedersi;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23392;Loopkevers;Zwart gravertje;Dyschirius nitidus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23393;Loopkevers;Duingravertje;Dyschirius obscurus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23394;Loopkevers;Glansgravertje;Dyschirius politus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.207Z
23395;Loopkevers;Zoutgravertje;Dyschirius salinus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23396;Loopkevers;Bronsgravertje;Dyschirius semistriatus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23397;Loopkevers;Zandgravertje;Dyschirius thoracicus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23398;Loopkevers;Gouden oeverloopkever;Elaphrus aureus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23399;Loopkevers;Moerasoeverloopkever;Elaphrus cupreus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23400;Loopkevers;Gewone oeverloopkever;Elaphrus riparius;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23401;Loopkevers;Blauwpootoeverloopkever;Elaphrus uliginosus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23402;Loopkevers;Behaarde kruiper;Harpalus affinis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23403;Loopkevers;Variabele kruiper;Harpalus anxius;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23404;Loopkevers;Grote blauwe halmklimmer;Harpalus ardosiacus;Onvoldoende gekend;Onvoldoende data;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.223Z
23405;Loopkevers;Breedhalskruiper;Harpalus atratus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23406;Loopkevers;Sobere kustkruiper;Harpalus attenuatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23407;Loopkevers;Herfstkruiper;Harpalus autumnalis;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23408;Loopkevers;Azuurblauwe halmklimmer;Harpalus azureus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23409;Loopkevers;Duinhalmklimmer;Harpalus cordatus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23410;Loopkevers;Kalkkruiper;Harpalus dimidiatus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23411;Loopkevers;Groene kruiper;Harpalus distinguendus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23412;Loopkevers;Gele kruiper;Harpalus flavescens;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23413;Loopkevers;Schraallandkruiper;Harpalus froelichi;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.24Z
23414;Loopkevers;Kleine roodpoothalmkruiper;Harpalus griseus;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23415;Loopkevers;Grindkruiper;Harpalus honestus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23416;Loopkevers;Breedkopkruiper;Harpalus latus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23417;Loopkevers;Geelsprietkruiper;Harpalus luteicornis;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23418;Loopkevers;Donkere kustkruiper;Harpalus melancholicus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23419;Loopkevers;Variabele halmklimmer;Harpalus melleti;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23420;Loopkevers;Vijfdoornkruiper;Harpalus modestus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23421;Loopkevers;Korstmoskruiper;Harpalus neglectus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23422;Loopkevers;;Harpalus nitidulus;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23423;Loopkevers;Slanke halmklimmer;Harpalus puncticeps;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.253Z
23424;Loopkevers;Gerande halmklimmer;Harpalus puncticollis;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23425;Loopkevers;Vierpuntkruiper;Harpalus quadripunctatus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23426;Loopkevers;Blauwe kruiper;Harpalus rubripes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23427;Loopkevers;Gewone halmklimmer;Harpalus rufibarbis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23428;Loopkevers;Roodtasterkruiper;Harpalus rufipalpis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23429;Loopkevers;Roodpoothalmkruiper;Harpalus rufipes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23430;Loopkevers;Rotshalmklimmer;Harpalus rupicola;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23431;Loopkevers;Zandhalmklimmer;Harpalus sabulicola;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.27Z
23432;Loopkevers;Grote duinkruiper;Harpalus serripes;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23433;Loopkevers;Brede duinkruiper;Harpalus servus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23434;Loopkevers;Kaalkopkruiper;Harpalus signaticornis;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23435;Loopkevers;Smaragdkruiper;Harpalus smaragdinus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23436;Loopkevers;Heidekruiper;Harpalus solitaris;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23437;Loopkevers;Zandkruiper;Harpalus tardus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23438;Loopkevers;Dwergkruiper;Harpalus vernalis;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23439;Loopkevers;Groene pronkloper;Lebia chlorocephala;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23440;Loopkevers;Kruispronkloper;Lebia cruxminor;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.287Z
23441;Loopkevers;Blauwe pronkloper;Lebia cyanocephala;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23442;Loopkevers;Geelrandpronkloper;Lebia marginata;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23443;Loopkevers;Roestbaardloper;Leistus ferrugineus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23444;Loopkevers;Zwartblauwe baardloper;Leistus fulvibarbis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23445;Loopkevers;Ovale baardloper;Leistus piceus;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23446;Loopkevers;Bosbaardloper;Leistus rufomarginatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23447;Loopkevers;Blauwe baardloper;Leistus spinibarbis;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23448;Loopkevers;Zwartkopbaardloper;Leistus terminatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23449;Loopkevers;Duinslakkenkraker;Licinus depressus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
23450;Loopkevers;Gepuncteerde slakkenkraker;Licinus punctatulus;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.3Z
