Id;Taxonomische groep;Nederlandse naam;Wetenschappelijke naam;Categorie in publicatie;IUCN Categorie;Criterium;Jaar;Vastgesteld;Gevalideerd;Referentie van publicatie;Taal;Toegevoegd op
25668;Zoogdieren;Huiscavia;Cavia porcellus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25669;Zoogdieren;Woelrat;Arvicola amphibius/scherman;Bijna in gevaar;Bijna in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25670;Zoogdieren;Europese hamster;Cricetus cricetus;Ernstig bedreigd;Ernstig bedreigd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25671;Zoogdieren;Aardmuis;Microtus agrestis;Bijna in gevaar;Bijna in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25672;Zoogdieren;Veldmuis;Microtus arvalis;Bijna in gevaar;Bijna in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25673;Zoogdieren;Ondergrondse woelmuis;Microtus subterraneus;Bijna in gevaar;Bijna in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25674;Zoogdieren;Rosse woelmuis;Myodes glareolus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25675;Zoogdieren;Muskusrat;Ondatra zibethicus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25676;Zoogdieren;Eikelmuis;Eliomys quercinus;Bedreigd;Bedreigd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25677;Zoogdieren;Hazelmuis;Muscardinus avellanarius;Ernstig bedreigd;Ernstig bedreigd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.037Z
25678;Zoogdieren;Grote bosmuis;Apodemus flavicollis;Bijna in gevaar;Bijna in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25679;Zoogdieren;Bosmuis;Apodemus sylvaticus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25680;Zoogdieren;Mongoolse renmuis;Meriones unguiculatus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25681;Zoogdieren;Dwergmuis;Micromys minutus;Bijna in gevaar;Bijna in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25682;Zoogdieren;Huismuis;Mus musculus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25683;Zoogdieren;Zwarte rat;Rattus rattus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25684;Zoogdieren;Beverrat;Myocastor coypus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25685;Zoogdieren;Roodbuikeekhoorn;Callosciurus erythraeus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25686;Zoogdieren;Prevosteekhoorn;Callosciurus prevostii;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25687;Zoogdieren;Noord-Amerikaanse grijze eekhoorn;Sciurus carolinensis;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.05Z
25688;Zoogdieren;Euraziatische rode eekhoorn;Sciurus vulgaris;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25689;Zoogdieren;Aziatische grondeekhoorn;Tamias sibiricus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25690;Zoogdieren;Amerikaanse rode eekhoorn;Tamiasciurus hudsonicus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25691;Zoogdieren;Veldspitsmuis;Crocidura leucodon;Bedreigd;Bedreigd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25692;Zoogdieren;Huisspitsmuis;Crocidura russula;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25693;Zoogdieren;Waterspitsmuis;Neomys fodiens;Bedreigd;Bedreigd;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25694;Zoogdieren;Gewone/Tweekleurige bosspitsmuis;Sorex araneus/coronatus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25695;Zoogdieren;Dwergspitsmuis;Sorex minutus;Kwetsbaar;Kwetsbaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25696;Zoogdieren;Europese mol;Talpa europaea;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2014;Ja;Ja;Maes et al. (2014);nl-BE;2021-06-08T07:34:37.067Z
25697;Zoogdieren;Ree;Capreolus capreolus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.067Z
25698;Zoogdieren;Edelhert;Cervus elaphus;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25699;Zoogdieren;Everzwijn/Wild zwijn;Sus scrofa;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25700;Zoogdieren;Wolf;Canis lupus;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25701;Zoogdieren;Vos;Vulpes vulpes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25702;Zoogdieren;Huiskat;Felis catus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25703;Zoogdieren;Wilde kat;Felis silvestris;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25704;Zoogdieren;Otter;Lutra lutra;Verdwenen;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25705;Zoogdieren;Steenmarter;Martes fiona;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25706;Zoogdieren;Boommarter;Martes martes;Vermoedelijk bedreigd;;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.083Z
25707;Zoogdieren;Das;Meles meles;Bedreigd;Bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25708;Zoogdieren;Hermelijn;Mustela erminea;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25709;Zoogdieren;Fret;Mustela furo x putorius;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25710;Zoogdieren;Europese nerts;Mustela lutreola;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25711;Zoogdieren;Wezel;Mustela nivalis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25712;Zoogdieren;Bunzing;Mustela putorius;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25713;Zoogdieren;Amerikaanse nerts;Mustela vison;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25714;Zoogdieren;Gewone zeehond;Phoca vitulina;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25715;Zoogdieren;Bruine beer;Ursus arctos;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.097Z
25716;Zoogdieren;Tuimelaar;Tursiops truncatus;Verdwenen;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25717;Zoogdieren;Bruinvis;Phocoena phocoena;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25718;Zoogdieren;Grote hoefijzerneus;Rhinolophus ferrumequinum;Verdwenen;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25719;Zoogdieren;Kleine hoefijzerneus;Rhinolophus hipposideros;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25720;Zoogdieren;Mopsvleermuis/Dwarsoorvleermuis;Barbastella barbastellus;Verdwenen;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25721;Zoogdieren;Laatvlieger;Eptesicus serotinus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25722;Zoogdieren;Bechsteins' vleermuis/Langoorvleermuis;Myotis bechsteinii;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25723;Zoogdieren;Brandts' vleermuis;Myotis brandtii;Bedreigd;Bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25724;Zoogdieren;Meervleermuis;Myotis dasycneme;Bedreigd;Bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25725;Zoogdieren;Watervleermuis;Myotis daubentonii;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.113Z
25726;Zoogdieren;Ingekorven vleermuis/Wimpervleermuis;Myotis emarginatus;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25727;Zoogdieren;Vale vleermuis;Myotis myotis;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25728;Zoogdieren;(Westelijke) Baardvleermuis/Snorvleermuis;Myotis mystacinus;Vermoedelijk bedreigd;;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25729;Zoogdieren;Franjestaart;Myotis nattereri;Vermoedelijk bedreigd;;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25730;Zoogdieren;Bosvleermuis;Nyctalus leisleri;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25731;Zoogdieren;Rosse vleermuis/Vroegvlieger;Nyctalus noctula;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25732;Zoogdieren;Ruige-/Nathusius' dwergvleermuis;Pipistrellus nathusii;Vermoedelijk bedreigd;;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25733;Zoogdieren;Dwergvleermuis;Pipistrellus pipistrellus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25734;Zoogdieren;Grootoorvleermuis;Plecotus auritus;Vermoedelijk bedreigd;;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25735;Zoogdieren;Grijze grootoorvleermuis;Plecotus austriacus;Bedreigd;Bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.13Z
25736;Zoogdieren;Egel;Erinaceus europaeus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25737;Zoogdieren;Haas;Lepus europaeus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25738;Zoogdieren;Konijn;Oryctolagus cuniculus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25739;Zoogdieren;Bruine rat;Rattus norvegicus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25740;Zoogdieren;Beverrat;Myocastor coypus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25741;Zoogdieren;Bever;Castor fiber;Uitgestorven;Regionaal uitgestorven;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25742;Zoogdieren;Woelrat;Arvicola terrestris;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25743;Zoogdieren;Rosse woelmuis;Clethrionomys glareolus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25744;Zoogdieren;Hamster;Cricetus cricetus;Ernstig bedreigd;Ernstig bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25745;Zoogdieren;Aardmuis;Microtus agrestis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.147Z
25746;Zoogdieren;Veldmuis;Microtus arvalis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25747;Zoogdieren;Ondergrondse woelmuis;Pitymys subterraneus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25748;Zoogdieren;Eikelmuis;Eliomys quercinus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25749;Zoogdieren;Hazelmuis;Muscardinus avellanarius;Bedreigd;Bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25750;Zoogdieren;Muskusrat;Ondatra zibethicus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25751;Zoogdieren;Grote bosmuis/Geelhalsbosmuis;Apodemus flavicollis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25752;Zoogdieren;Bosmuis;Apodemus sylvaticus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25753;Zoogdieren;Dwergmuis;Micromys minutus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25754;Zoogdieren;Huismuis;Mus musculus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.16Z
25755;Zoogdieren;Zwarte rat;Rattus rattus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25756;Zoogdieren;Grijze eekhoorn;Sciurus carolinensis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25757;Zoogdieren;Eekhoorn;Sciurus vulgaris;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25758;Zoogdieren;Siberische grondeekhoorn/Gestreepte eekhoorn;Tamias sibiricus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25759;Zoogdieren;Veldspitsmuis;Crocidura leucodon;Zeldzaam;Bijna in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25760;Zoogdieren;Huisspitsmuis;Crocidura russula;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25761;Zoogdieren;Waterspitsmuis;Neomys fodiens;Bedreigd;Bedreigd;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25762;Zoogdieren;Bosspitsmuis;Sorex araneus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25763;Zoogdieren;Tweekleurige (bos)spitsmuis/Beemdspitsmuis;Sorex coronatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25764;Zoogdieren;Dwergspitsmuis;Sorex minutus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.177Z
25765;Zoogdieren;Mol;Talpa europaea;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1994;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.193Z
25766;Landslakken;Gegroefde naaldslak;Acicula fusca;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;Criel (1994);nl-BE;2021-06-08T07:34:37.193Z
25767;Landslakken;Gladde naaldslak;Platyla polita polita;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25768;Landslakken;Rotshorentje;Cochlostoma septemspirale septemspirale;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25769;Landslakken;Plompe dwergslak;Carychium minimum;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25770;Landslakken;Slanke dwergslak;Carychium tridentatum;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25771;Landslakken;Rondmondhoren;Pomatias elegans;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25772;Landslakken;Grauwe wegslak;Arion circumscriptus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25773;Landslakken;Donkere wegslak;Arion distinctus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.193Z
25774;Landslakken;;Arion fuscus;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25775;Landslakken;Zwarte wegslak;Arion hortensis;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25776;Landslakken;Egelwegslak;Arion intermedius;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25777;Landslakken;Gewone wegslak;Arion rufus;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25778;Landslakken;Boswegslak;Arion silvaticus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25779;Landslakken;Bruine wegslak;Arion subfuscus;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25780;Landslakken;Spaanse wegslak;Arion vulgaris;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25781;Landslakken;Wormslak;Boettgerilla pallens;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25782;Landslakken;Gewone struikslak;Fruticicola fruticum;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25783;Landslakken;Korenkorrel;Abida secale secale;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.207Z
25784;Landslakken;;Chondrina avenacea avenacea;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25785;Landslakken;Grote regenslak;Balea biplicata biplicata;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25786;Landslakken;Schorshorentje;Balea perversa;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25787;Landslakken;Vale regenslak;Clausilia bidentata bidentata;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25788;Landslakken;Knotwilgslakje;Clausilia dubia dubia;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25789;Landslakken;Kleine clausilia;Clausilia rugosa parvula;Bedreigd;Bedreigd;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25790;Landslakken;Gladde regenslak;Cochlodina laminata laminata;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25791;Landslakken;Geribde clausilia;Macrogastra attenuata lineolata;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25792;Landslakken;Gekielde regenslak;Macrogastra rolphii;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.223Z
25793;Landslakken;Buikige regenslak;Macrogastra ventricosa ventricosa;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25794;Landslakken;Getande agaathoren;Azeca goodalli;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25795;Landslakken;Glanzende agaathoren;Cochlicopa lubrica;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25796;Landslakken;Slanke agaathoren;Cochlicopa lubricella;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25797;Landslakken;Boerenknoopje;Discus rotundatus rotundatus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25798;Landslakken;Bruine discusslak;Discus ruderatus ruderatus;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25799;Landslakken;Grote torenslak;Ena montana;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25800;Landslakken;Donkere torenslak;Merdigera obscura;Vatbaar voor bedreiging;Bijna in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25801;Landslakken;;Zebrina detrita detrita;Onvoldoende gekend;Onvoldoende data;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.24Z
25802;Landslakken;Blindslakje;Cecilioides acicula;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25803;Landslakken;Grofgestreepte glansslak;Zonitoides excavatus;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25804;Landslakken;Donkere glansslak;Zonitoides nitidus;Niet bedreigd;Momenteel niet in gevaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
25805;Landslakken;Tolslakje;Euconulus fulvus;Kwetsbaar;Kwetsbaar;Regionaal;2006;Nee;Nee;van Loen et al. (2006);nl-BE;2021-06-08T07:34:37.253Z
